Name,Class,Direction,Time
E_29515,motorcycle,route_7,2017.8741243

E_29574,bus,route_6,2027.4264415

E_29684,car,route_7,2030.0531729

E_29860,truck,route_8,2041.3631697

E_29881,car,route_7,2041.8041384

E_29922,car,route_6,2043.9868171

E_29933,car,route_6,2044.1320806

E_29935,car,route_8,2044.2045

E_29932,car,route_6,2044.3518553000001

E_29949,car,route_6,2044.8637044999998

E_29895,car,route_8,2047.9374862000002

E_29924,bus,route_6,2048.3798494

E_30066,motorcycle,route_6,2049.5483376999996

E_30104,car,route_6,2050.6403035999997

E_30137,motorcycle,route_6,2051.6658054

E_30125,car,route_7,2051.9618816999996

E_30134,car,route_6,2053.4964962999998

E_30157,truck,route_8,2054.3735382

E_30192,car,route_7,2054.5192746

E_30213,truck,route_8,2054.9553668999997

E_30232,car,route_6,2057.5110447999996

E_30311,motorcycle,route_8,2058.0984661999996

E_30324,car,route_6,2058.8286116

E_30302,car,route_8,2060.4345458

E_30300,car,route_7,2060.4345617

E_30400,motorcycle,route_8,2061.3878895999997

E_30432,car,route_8,2062.5589223999996

E_30364,car,route_6,2063.0010353999996

E_30482,car,route_6,2064.6098002

E_30431,car,route_8,2065.4095558999998

E_30558,motorcycle,route_6,2067.0917657

E_30458,car,route_6,2070.6681181

E_30613,car,route_8,2072.3502681

